Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.587,20.186,750,749,-0.00218,17.573,17.211,24.75,-1
1,83.587,20.186,750,749,-0.00218,17.573,17.211,24.75,-1
2,83.587,20.189,750,749,-0.00428,17.566,17.194,24.75,-1
3,83.587,20.19,750,749,-0.00206,17.549,17.25,24.76,-1
4,83.587,20.192,750,749,-0.00116,17.556,17.224,24.76,-1
5,83.587,20.193,750,749,-0.00108,17.574,17.217,24.76,-1
6,83.588,20.194,750,749,-0.00097,17.565,17.206,24.76,-1
7,83.588,20.195,750,749,-0.00127,17.565,17.271,24.76,-1
8,83.588,20.196,750,749,-0.00087,17.566,17.231,24.76,-1
9,83.588,20.196,750,749,-0.00127,17.552,17.209,24.76,-1
10,83.588,20.196,750,749,-0.00134,17.551,17.189,24.76,-1
11,83.588,20.197,750,749,-0.00153,17.562,17.19,24.76,-1
12,83.588,20.196,750,748,-0.001,17.548,17.2,24.76,-1
13,83.588,20.197,750,748,-0.00164,17.565,17.225,24.76,-1
14,83.588,20.196,750,748,-0.00116,17.575,17.205,24.76,-1
15,83.588,20.197,750,749,-0.00076,17.551,17.25,24.76,-1
16,83.588,20.197,750,749,-0.00059,17.558,17.203,24.76,-1
17,83.588,20.197,750,749,0.00056,17.56,17.244,24.76,-1
18,83.588,20.196,750,749,-0.00002,17.545,17.265,24.76,-1
19,83.588,20.198,750,748,-0.00076,17.542,17.246,24.76,-1
20,83.588,20.197,750,748,-0.00106,17.553,17.255,24.76,-1
21,83.588,20.198,750,748,-0.00148,17.577,17.234,24.76,-1
22,83.588,20.197,750,748,-0.00367,17.565,17.231,24.76,-1
23,83.588,20.198,750,748,-0.00604,17.573,17.242,24.76,-1
24,83.588,20.198,750,748,-0.00363,17.548,17.257,24.76,-1
25,83.588,20.198,750,749,-0.00561,17.553,17.227,24.76,-1
26,83.588,20.198,750,749,-0.0024,17.57,17.242,24.76,-1
27,83.588,20.198,750,749,-0.00124,17.557,17.239,24.76,-1
28,83.588,20.197,750,748,-0.00057,17.546,17.274,24.76,-1
29,83.588,20.198,750,748,-0.00943,17.552,17.246,24.76,-1
30,83.588,20.197,750,748,-0.00297,17.545,17.26,24.76,-1
31,83.588,20.197,750,748,-0.00349,17.543,17.274,24.76,-1
32,83.588,20.197,750,748,-0.00427,17.562,17.264,24.76,-1
33,83.588,20.197,750,748,0.0004,17.574,17.251,24.76,-1
34,83.588,20.197,750,748,-0.00353,17.539,17.253,24.76,-1
35,83.588,20.197,750,748,-0.00131,17.566,17.238,24.76,-1
36,83.588,20.197,750,748,-0.00047,17.547,17.259,24.77,-1
37,83.588,20.198,750,748,-0.00147,17.55,17.246,24.77,-1
38,83.588,20.198,750,748,-0.00107,17.569,17.238,24.77,-1
39,83.588,20.198,750,749,-0.00084,17.571,17.235,24.77,-1
40,83.588,20.198,750,749,0.01419,17.562,17.22,24.76,-1
41,83.587,20.198,750,749,0.00531,17.553,17.219,24.76,-1
42,83.588,20.198,750,748,0.00358,17.59,17.26,24.76,-1
43,83.587,20.199,750,748,-0.00005,17.564,17.213,24.76,-1
44,83.588,20.198,750,748,0.00012,17.567,17.257,24.76,-1
45,83.588,20.199,750,748,-0.00089,17.559,17.264,24.76,-1
46,83.588,20.199,750,748,0.00018,17.548,17.223,24.76,-1
47,83.587,20.198,750,748,0.00105,17.579,17.228,24.76,-1
48,83.588,20.198,750,748,0.00006,17.56,17.236,24.76,-1
49,83.587,20.198,750,748,-0.00049,17.552,17.236,24.76,-1
50,83.587,20.197,750,748,-0.00113,17.572,17.252,24.76,-1
51,83.588,20.197,750,748,0.00209,17.556,17.213,24.76,-1
52,83.588,20.197,750,748,-0.0003,17.564,17.252,24.76,-1
53,83.588,20.197,750,749,0.00062,17.552,17.228,24.76,-1
54,83.588,20.198,750,749,-0.0003,17.581,17.226,24.76,-1
