Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,84.646,20.249,750,750,-0.00146,20.439,20.541,25.4,-1
1,84.646,20.249,750,750,-0.00146,20.439,20.541,25.4,-1
2,84.646,20.249,750,750,-0.00183,20.469,20.562,25.4,-1
3,84.646,20.25,750,750,-0.00158,20.46,20.554,25.41,-1
4,84.646,20.249,750,749,-0.00214,20.469,20.568,25.41,-1
5,84.646,20.249,750,749,-0.00192,20.454,20.568,25.41,-1
6,84.646,20.248,750,750,-0.00195,20.479,20.566,25.41,-1
7,84.646,20.249,750,749,-0.00163,20.449,20.562,25.41,-1
8,84.646,20.249,750,749,-0.00176,20.449,20.544,25.41,-1
9,84.647,20.248,750,750,-0.00182,20.444,20.557,25.41,-1
10,84.646,20.249,750,750,-0.00201,20.475,20.578,25.41,-1
11,84.646,20.249,750,750,-0.00138,20.458,20.541,25.41,-1
12,84.646,20.25,750,750,-0.00172,20.454,20.571,25.41,-1
13,84.646,20.25,750,750,-0.002,20.471,20.591,25.41,-1
14,84.645,20.25,750,750,-0.0019,20.459,20.571,25.41,-1
15,84.645,20.251,750,750,-0.00202,20.464,20.56,25.41,-1
16,84.645,20.25,750,750,-0.0017,20.467,20.558,25.41,-1
17,84.645,20.249,750,750,-0.00186,20.456,20.551,25.41,-1
18,84.644,20.251,750,750,-0.00198,20.441,20.556,25.41,-1
19,84.645,20.251,750,750,-0.0017,20.46,20.572,25.41,-1
20,84.644,20.251,750,750,-0.00159,20.45,20.59,25.41,-1
21,84.644,20.25,750,750,-0.00135,20.475,20.55,25.42,-1
22,84.644,20.251,750,750,-0.00181,20.466,20.585,25.42,-1
23,84.644,20.251,750,750,-0.00187,20.449,20.568,25.42,-1
24,84.645,20.251,750,750,-0.00182,20.474,20.581,25.42,-1
25,84.644,20.252,750,750,-0.00189,20.464,20.56,25.42,-1
26,84.644,20.252,750,750,-0.00195,20.462,20.539,25.42,-1
27,84.644,20.252,750,750,-0.00199,20.471,20.535,25.42,-1
28,84.643,20.253,750,750,-0.00165,20.451,20.528,25.42,-1
29,84.643,20.252,750,749,-0.00164,20.465,20.55,25.42,-1
30,84.643,20.253,750,750,-0.00161,20.444,20.535,25.42,-1
31,84.644,20.252,750,750,-0.00176,20.446,20.545,25.42,-1
32,84.643,20.253,750,750,-0.00164,20.453,20.563,25.42,-1
33,84.643,20.254,750,750,-0.00142,20.461,20.552,25.42,-1
34,84.643,20.253,750,750,-0.00177,20.447,20.533,25.42,-1
35,84.643,20.253,750,750,-0.00159,20.459,20.537,25.42,-1
36,84.643,20.253,750,750,-0.00174,20.461,20.533,25.42,-1
37,84.643,20.253,750,750,-0.00205,20.474,20.538,25.42,-1
38,84.643,20.252,750,749,-0.00208,20.459,20.577,25.42,-1
39,84.643,20.253,750,749,-0.00211,20.497,20.556,25.42,-1
40,84.643,20.253,750,749,-0.00176,20.449,20.539,25.42,-1
41,84.643,20.254,750,749,-0.00148,20.489,20.564,25.43,-1
42,84.643,20.253,750,750,-0.00181,20.471,20.565,25.43,-1
43,84.643,20.253,750,750,-0.00153,20.487,20.575,25.43,-1
44,84.643,20.252,750,750,-0.0017,20.47,20.545,25.43,-1
45,84.643,20.252,750,750,-0.00162,20.466,20.542,25.43,-1
46,84.643,20.252,750,750,-0.00152,20.443,20.546,25.43,-1
47,84.642,20.252,750,750,-0.00142,20.461,20.563,25.43,-1
48,84.642,20.253,750,750,-0.00177,20.453,20.549,25.43,-1
49,84.642,20.253,750,749,-0.0017,20.471,20.564,25.43,-1
50,84.642,20.253,750,749,-0.00169,20.457,20.56,25.43,-1
51,84.642,20.253,750,749,-0.00138,20.451,20.561,25.43,-1
52,84.642,20.253,750,749,-0.00145,20.46,20.569,25.43,-1
53,84.642,20.253,750,749,-0.00146,20.454,20.568,25.43,-1
54,84.642,20.253,750,750,-0.00135,20.469,20.539,25.43,-1
55,84.642,20.253,750,750,-0.00147,20.453,20.573,25.43,-1
56,84.642,20.253,750,750,-0.00166,20.456,20.562,25.43,-1
57,84.642,20.252,750,750,-0.00178,20.452,20.568,25.43,-1
58,84.642,20.252,750,750,-0.002,20.459,20.561,25.43,-1
59,84.642,20.252,750,750,-0.00199,20.449,20.524,25.44,-1
60,84.642,20.252,750,750,-0.00192,20.465,20.54,25.44,-1
61,84.642,20.252,750,750,-0.00197,20.461,20.537,25.44,-1
62,84.642,20.253,750,749,-0.00205,20.462,20.552,25.44,-1
63,84.642,20.254,750,749,-0.00138,20.459,20.544,25.44,-1
64,84.642,20.254,750,750,-0.00165,20.45,20.545,25.44,-1
65,84.643,20.255,750,750,-0.002,20.468,20.561,25.44,-1
66,84.642,20.245,750,745,-0.00196,20.455,20.552,25.44,115
67,84.642,20.254,750,745,0.01516,20.475,20.546,25.44,-1
68,84.642,20.241,750,746,0.06309,20.465,20.566,25.44,-1
69,84.642,20.216,750,748,0.0701,20.453,20.541,25.44,-1
70,84.641,20.192,750,748,0.07357,20.455,20.524,25.44,-1
71,84.641,20.176,750,749,0.08181,20.454,20.533,25.44,-1
