Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.652,20.374,750,750,-0.00085,21.419,21.27,28.43,-1
1,83.652,20.374,750,750,-0.00085,21.419,21.27,28.43,-1
2,83.651,20.385,750,750,-0.00131,21.445,21.274,28.43,-1
3,83.651,20.391,750,750,-0.00103,21.431,21.264,28.43,-1
4,83.651,20.398,750,750,-0.001,21.415,21.252,28.43,-1
5,83.651,20.402,750,750,-0.00089,21.407,21.257,28.43,-1
6,83.651,20.406,750,750,-0.00099,21.406,21.257,28.43,-1
7,83.651,20.408,750,750,-0.00112,21.41,21.257,28.43,-1
8,83.651,20.409,750,751,-0.00112,21.436,21.247,28.43,-1
9,83.651,20.411,750,751,-0.00134,21.434,21.256,28.43,-1
10,83.65,20.412,750,750,-0.00117,21.418,21.289,28.43,-1
11,83.65,20.412,750,750,-0.00106,21.424,21.278,28.43,-1
12,83.65,20.413,750,750,-0.00108,21.416,21.279,28.43,-1
13,83.65,20.414,750,751,-0.00123,21.411,21.269,28.43,-1
14,83.65,20.414,750,750,-0.00084,21.419,21.305,28.43,-1
15,83.65,20.414,750,751,-0.00081,21.427,21.299,28.43,-1
16,83.651,20.415,750,750,-0.0011,21.413,21.278,28.43,-1
17,83.651,20.414,750,750,-0.00122,21.431,21.292,28.43,-1
18,83.651,20.415,750,750,-0.00112,21.434,21.309,28.43,-1
19,83.651,20.414,750,750,-0.00065,21.413,21.288,28.43,-1
20,83.651,20.415,750,750,-0.00072,21.421,21.309,28.43,-1
21,83.651,20.415,750,750,-0.00095,21.427,21.298,28.43,-1
22,83.651,20.414,750,750,-0.00083,21.443,21.292,28.43,-1
23,83.651,20.415,750,750,-0.00112,21.409,21.316,28.43,-1
24,83.651,20.415,750,750,-0.00093,21.449,21.323,28.43,-1
25,83.651,20.415,750,750,-0.00071,21.41,21.311,28.43,-1
26,83.651,20.416,750,750,-0.00121,21.434,21.307,28.43,-1
27,83.651,20.416,750,750,-0.00101,21.426,21.318,28.43,-1
28,83.651,20.416,750,750,-0.00088,21.436,21.308,28.43,-1
29,83.651,20.415,750,750,-0.00102,21.407,21.335,28.43,-1
30,83.651,20.416,750,750,-0.00064,21.431,21.328,28.43,-1
31,83.651,20.416,750,750,-0.00101,21.449,21.31,28.43,-1
32,83.65,20.416,750,750,-0.00088,21.453,21.316,28.43,-1
33,83.651,20.416,750,750,-0.00082,21.406,21.316,28.43,-1
34,83.651,20.416,750,750,-0.00083,21.414,21.329,28.43,-1
35,83.651,20.415,750,750,-0.0009,21.452,21.303,28.43,-1
36,83.65,20.416,750,750,-0.00126,21.418,21.32,28.43,-1
37,83.651,20.415,750,750,-0.00108,21.428,21.308,28.43,-1
38,83.651,20.415,750,750,-0.00089,21.447,21.309,28.43,-1
39,83.651,20.415,750,750,-0.00078,21.448,21.315,28.43,-1
40,83.651,20.415,750,750,-0.00089,21.438,21.338,28.43,-1
41,83.65,20.416,750,750,-0.00088,21.421,21.314,28.43,-1
42,83.65,20.416,750,750,-0.00094,21.447,21.34,28.43,-1
