Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.613,20.215,750,751,-0.00069,17.635,17.35,24.56,-1
1,83.613,20.215,750,751,-0.00069,17.635,17.35,24.56,-1
2,83.613,20.215,750,751,-0.00083,17.634,17.291,24.56,-1
3,83.613,20.214,750,751,-0.00065,17.607,17.292,24.56,-1
4,83.613,20.214,750,751,-0.00059,17.609,17.326,24.56,-1
5,83.613,20.214,750,751,-0.0008,17.638,17.337,24.56,-1
6,83.613,20.212,750,751,-0.00073,17.611,17.298,24.56,-1
7,83.613,20.211,750,751,-0.00092,17.616,17.277,24.56,-1
8,83.613,20.21,750,751,-0.00091,17.614,17.324,24.56,-1
9,83.613,20.211,750,751,-0.00122,17.613,17.327,24.56,-1
10,83.613,20.21,750,751,-0.00097,17.617,17.302,24.56,-1
11,83.613,20.21,750,751,-0.00108,17.619,17.281,24.56,-1
12,83.613,20.209,750,751,-0.00153,17.63,17.325,24.56,-1
13,83.613,20.209,750,751,-0.00088,17.629,17.304,24.56,-1
14,83.612,20.208,750,751,-0.00105,17.658,17.307,24.56,-1
15,83.613,20.209,750,751,-0.00097,17.613,17.302,24.56,-1
16,83.613,20.209,750,751,-0.00104,17.616,17.329,24.56,-1
17,83.613,20.207,750,751,-0.00095,17.632,17.295,24.56,-1
18,83.614,20.21,750,751,-0.00106,17.627,17.314,24.56,-1
19,83.614,20.208,750,751,-0.00142,17.604,17.316,24.56,-1
20,83.614,20.209,750,751,-0.00127,17.617,17.353,24.56,-1
21,83.614,20.208,750,751,-0.00077,17.655,17.311,24.56,-1
22,83.614,20.209,750,751,-0.00059,17.647,17.318,24.56,-1
23,83.615,20.209,750,751,-0.00058,17.631,17.333,24.56,-1
24,83.615,20.208,750,751,-0.00071,17.61,17.345,24.56,-1
25,83.615,20.207,750,751,-0.00092,17.647,17.31,24.56,-1
26,83.615,20.207,750,751,-0.00072,17.603,17.33,24.57,-1
27,83.615,20.206,750,751,-0.00087,17.612,17.344,24.57,-1
28,83.615,20.207,750,751,-0.00043,17.598,17.32,24.57,-1
29,83.614,20.206,750,750,-0.00107,17.632,17.334,24.57,-1
30,83.614,20.207,750,750,-0.00103,17.612,17.34,24.57,-1
31,83.614,20.207,750,751,-0.00067,17.61,17.323,24.57,-1
32,83.614,20.207,750,751,-0.00094,17.615,17.336,24.57,-1
33,83.614,20.208,750,751,-0.00086,17.664,17.32,24.57,-1
34,83.614,20.208,750,750,-0.00097,17.633,17.312,24.57,-1
35,83.614,20.208,750,750,-0.00117,17.61,17.35,24.57,-1
36,83.615,20.209,750,751,-0.00095,17.611,17.357,24.57,-1
37,83.615,20.206,750,751,-0.00074,17.611,17.362,24.57,-1
38,83.615,20.206,750,751,-0.00093,17.619,17.348,24.57,-1
39,83.615,20.207,750,751,-0.00107,17.61,17.305,24.57,-1
40,83.615,20.209,750,751,-0.0008,17.614,17.307,24.57,-1
41,83.615,20.207,750,751,-0.00062,17.66,17.32,24.57,-1
42,83.615,20.207,750,751,-0.00086,17.605,17.323,24.57,-1
43,83.615,20.206,750,751,-0.00108,17.599,17.314,24.57,-1
44,83.615,20.207,750,751,-0.00136,17.603,17.346,24.57,-1
45,83.615,20.207,750,751,-0.00103,17.625,17.321,24.57,-1
46,83.615,20.205,750,751,-0.00055,17.6,17.355,24.57,-1
47,83.615,20.206,750,751,-0.00089,17.618,17.332,24.57,-1
48,83.616,20.205,750,751,-0.00093,17.631,17.327,24.57,-1
49,83.615,20.206,750,751,-0.00083,17.616,17.348,24.57,-1
50,83.615,20.206,750,750,-0.00082,17.612,17.321,24.57,-1
51,83.615,20.205,750,750,-0.00074,17.623,17.316,24.57,-1
52,83.615,20.208,750,750,-0.00118,17.616,17.319,24.57,-1
53,83.615,20.209,750,750,-0.00075,17.604,17.34,24.57,-1
54,83.615,20.209,750,750,-0.00091,17.607,17.342,24.57,-1
55,83.615,20.206,750,750,-0.00089,17.625,17.363,24.57,-1
56,83.614,20.206,750,750,-0.00115,17.624,17.337,24.57,-1
57,83.614,20.209,750,750,-0.00083,17.623,17.362,24.57,-1
58,83.615,20.207,750,750,-0.00067,17.632,17.334,24.57,-1
59,83.614,20.206,750,750,-0.00094,17.606,17.385,24.57,-1
60,83.615,20.207,750,750,-0.00076,17.606,17.326,24.57,-1
61,83.615,20.208,750,750,-0.00108,17.633,17.374,24.57,-1
62,83.615,20.207,750,750,-0.00119,17.632,17.335,24.57,-1
63,83.615,20.207,750,750,-0.00117,17.607,17.325,24.57,-1
64,83.615,20.207,750,750,-0.00084,17.613,17.32,24.57,-1
65,83.615,20.207,750,750,-0.0009,17.629,17.342,24.57,-1
66,83.615,20.208,750,750,-0.00084,17.609,17.337,24.57,-1
67,83.615,20.206,750,750,-0.00117,17.609,17.376,24.57,-1
68,83.615,20.208,750,750,-0.00125,17.617,17.358,24.57,-1
69,83.615,20.206,750,750,-0.00122,17.611,17.322,24.57,-1
70,83.615,20.207,750,750,-0.00086,17.601,17.324,24.57,-1
71,83.615,20.207,750,750,-0.00137,17.618,17.325,24.57,-1
72,83.615,20.206,750,750,-0.00094,17.601,17.335,24.57,-1
73,83.616,20.207,750,750,-0.0011,17.641,17.346,24.57,-1
74,83.615,20.207,750,750,-0.00108,17.607,17.339,24.57,-1
75,83.615,20.207,750,751,-0.001,17.644,17.335,24.57,-1
76,83.615,20.206,750,750,-0.00106,17.607,17.375,24.57,-1
77,83.615,20.206,750,750,-0.0012,17.638,17.35,24.57,-1
78,83.615,20.207,750,750,-0.00119,17.633,17.364,24.57,-1
79,83.616,20.207,750,750,-0.00091,17.607,17.402,24.57,-1
80,83.616,20.206,750,750,-0.00105,17.604,17.393,24.57,-1
81,83.616,20.205,750,750,-0.00063,17.627,17.377,24.57,-1
82,83.615,20.206,750,750,-0.00031,17.609,17.391,24.57,-1
83,83.615,20.205,750,750,-0.00094,17.614,17.417,24.57,-1
84,83.615,20.205,750,750,-0.00175,17.635,17.372,24.57,-1
85,83.615,20.207,750,750,-0.00118,17.607,17.428,24.57,-1
86,83.615,20.205,750,750,-0.00093,17.609,17.418,24.57,-1
87,83.614,20.205,750,750,-0.0008,17.63,17.367,24.57,-1
88,83.615,20.205,750,750,-0.00068,17.659,17.357,24.57,-1
89,83.615,20.205,750,750,-0.00068,17.659,17.357,24.57,-1
90,83.615,20.205,750,750,-0.00096,17.608,17.356,24.57,-1
91,83.615,20.206,750,750,-0.00081,17.621,17.354,24.57,-1
92,83.615,20.206,750,750,-0.00079,17.601,17.406,24.57,-1
93,83.615,20.206,750,750,-0.00091,17.644,17.353,24.57,-1
94,83.615,20.206,750,750,-0.00079,17.639,17.364,24.57,115
95,83.615,20.205,750,750,-0.00112,17.599,17.387,24.57,-1
96,83.615,20.207,750,750,-0.00077,17.611,17.339,24.57,-1
97,83.615,20.206,750,750,-0.00071,17.655,17.352,24.57,-1
98,83.615,20.206,750,750,-0.00086,17.606,17.383,24.57,102
99,83.615,20.206,750,750,-0.00089,17.605,17.415,24.57,-1
100,83.615,20.207,750,750,-0.00076,17.601,17.346,24.57,-1
101,83.615,20.205,750,750,-0.00053,17.612,17.336,24.57,-1
102,83.616,20.206,750,750,-0.00091,17.674,17.352,24.57,-1
103,83.616,20.206,750,750,-0.0011,17.609,17.365,24.57,-1
104,83.616,20.205,750,750,-0.00091,17.608,17.365,24.57,-1
105,83.616,20.206,750,750,-0.00123,17.636,17.344,24.57,-1
106,83.616,20.206,750,750,-0.00088,17.625,17.336,24.57,-1
107,83.616,20.203,750,750,-0.00086,17.615,17.346,24.57,-1
108,83.616,20.203,750,750,-0.00094,17.61,17.32,24.57,-1
109,83.616,20.205,750,750,-0.00094,17.616,17.374,24.57,-1
110,83.616,20.206,750,750,-0.00082,17.604,17.361,24.57,-1
111,83.616,20.206,750,750,-0.00091,17.607,17.402,24.57,-1
112,83.615,20.204,750,750,-0.00077,17.613,17.359,24.57,-1
113,83.616,20.204,750,750,-0.00094,17.609,17.343,24.57,-1
114,83.615,20.205,750,750,-0.00102,17.629,17.399,24.57,-1
115,83.615,20.203,750,750,-0.00066,17.614,17.358,24.57,-1
116,83.615,20.205,750,750,-0.00111,17.64,17.393,24.57,-1
117,83.615,20.205,750,750,-0.00079,17.61,17.371,24.57,-1
118,83.616,20.206,750,750,-0.00107,17.62,17.357,24.57,-1
119,83.616,20.205,750,750,-0.00081,17.631,17.361,24.58,-1
120,83.616,20.203,750,750,-0.00073,17.606,17.351,24.58,-1
121,83.616,20.203,750,750,-0.00092,17.62,17.358,24.58,-1
122,83.615,20.203,750,750,-0.00093,17.601,17.366,24.58,114
123,83.616,20.205,750,750,-0.00068,17.619,17.399,24.58,-1
124,83.616,20.204,750,750,-0.00073,17.636,17.35,24.58,-1
125,83.616,20.205,750,750,-0.00075,17.633,17.351,24.58,-1
126,83.616,20.204,750,750,-0.00073,17.635,17.389,24.58,-1
127,83.616,20.204,750,750,-0.00079,17.626,17.347,24.58,-1
128,83.615,20.203,750,750,-0.00136,17.628,17.348,24.58,-1
129,83.616,20.204,750,750,-0.00114,17.613,17.365,24.58,-1
130,83.616,20.205,750,750,-0.00101,17.628,17.336,24.58,-1
131,83.617,20.205,750,750,-0.00083,17.601,17.34,24.58,-1
132,83.616,20.204,750,750,-0.00084,17.601,17.361,24.58,-1
133,83.616,20.202,750,750,-0.00104,17.602,17.344,24.58,102
134,83.616,20.2,750,750,-0.00115,17.603,17.335,24.58,-1
135,83.616,20.201,750,750,-0.00106,17.602,17.336,24.58,-1
136,83.616,20.199,750,750,-0.00071,17.606,17.363,24.58,-1
137,83.615,20.198,750,750,-0.00086,17.611,17.375,24.58,-1
138,83.616,20.199,750,750,-0.00117,17.615,17.399,24.58,-1
139,83.616,20.199,750,750,-0.00112,17.607,17.363,24.58,-1
140,83.615,20.199,750,750,-0.00115,17.6,17.383,24.58,-1
141,83.616,20.2,750,750,-0.00092,17.603,17.36,24.58,-1
142,83.616,20.2,750,750,-0.00086,17.597,17.371,24.58,-1
143,83.616,20.201,750,750,-0.00094,17.611,17.387,24.58,-1
144,83.616,20.201,750,750,-0.00085,17.635,17.354,24.58,-1
145,83.616,20.2,750,750,-0.00072,17.609,17.348,24.58,-1
146,83.616,20.201,750,750,-0.00081,17.622,17.356,24.58,-1
147,83.616,20.201,750,750,-0.00069,17.609,17.385,24.58,-1
148,83.617,20.202,750,750,-0.00083,17.612,17.37,24.58,-1
149,83.618,20.202,750,750,-0.00078,17.617,17.349,24.58,-1
150,83.617,20.201,750,750,-0.00103,17.614,17.339,24.58,-1
151,83.618,20.2,750,750,-0.0008,17.617,17.345,24.58,-1
152,83.617,20.203,750,750,-0.00075,17.614,17.36,24.58,-1
153,83.617,20.201,750,750,-0.00092,17.594,17.405,24.58,-1
154,83.618,20.201,750,750,-0.0011,17.6,17.335,24.58,-1
155,83.618,20.201,750,750,-0.0008,17.598,17.345,24.58,-1
156,83.618,20.201,750,750,-0.00113,17.597,17.336,24.58,-1
157,83.618,20.201,750,750,-0.00081,17.604,17.344,24.58,-1
158,83.618,20.201,750,750,-0.00113,17.6,17.375,24.58,-1
159,83.617,20.201,750,750,-0.00104,17.596,17.401,24.58,-1
160,83.617,20.201,750,750,-0.00064,17.633,17.349,24.58,-1
161,83.617,20.2,750,750,-0.00081,17.596,17.363,24.58,-1
162,83.617,20.201,750,750,-0.00075,17.61,17.38,24.58,-1
163,83.616,20.2,750,750,-0.00096,17.6,17.37,24.58,-1
164,83.616,20.2,750,750,-0.00126,17.596,17.374,24.58,-1
165,83.616,20.199,750,750,-0.00107,17.606,17.376,24.58,-1
166,83.616,20.2,750,750,-0.00074,17.6,17.37,24.58,-1
167,83.616,20.201,750,750,-0.00088,17.641,17.363,24.58,-1
168,83.615,20.2,750,750,-0.00103,17.625,17.37,24.58,-1
169,83.615,20.2,750,750,-0.00075,17.595,17.386,24.58,-1
170,83.615,20.2,750,750,-0.00073,17.595,17.41,24.58,-1
171,83.616,20.2,750,750,-0.00121,17.586,17.375,24.58,-1
172,83.616,20.202,750,750,-0.00111,17.595,17.388,24.58,-1
173,83.616,20.202,750,750,-0.00107,17.602,17.409,24.58,-1
174,83.616,20.201,750,750,-0.00118,17.635,17.403,24.58,-1
175,83.616,20.2,750,750,-0.00135,17.638,17.383,24.58,-1
176,83.616,20.2,750,750,-0.00071,17.626,17.431,24.58,-1
177,83.616,20.201,750,750,-0.00077,17.609,17.413,24.58,-1
178,83.617,20.201,750,750,-0.00102,17.6,17.404,24.58,-1
179,83.617,20.201,750,750,-0.00107,17.62,17.405,24.58,-1
180,83.616,20.202,750,750,-0.00103,17.614,17.432,24.58,-1
181,83.617,20.202,750,750,-0.00095,17.59,17.379,24.58,-1
182,83.617,20.201,750,750,-0.00087,17.596,17.378,24.58,-1
183,83.617,20.201,750,750,-0.00077,17.621,17.403,24.58,-1
184,83.616,20.2,750,750,-0.00105,17.604,17.425,24.58,-1
185,83.616,20.201,750,750,-0.00112,17.593,17.388,24.58,-1
186,83.616,20.201,750,750,-0.00096,17.625,17.386,24.58,-1
187,83.616,20.201,750,750,-0.00102,17.589,17.441,24.58,-1
188,83.616,20.201,750,750,-0.00105,17.583,17.427,24.58,-1
189,83.616,20.201,750,750,-0.00095,17.612,17.407,24.58,-1
190,83.616,20.201,750,750,-0.00095,17.595,17.42,24.58,-1
191,83.616,20.201,750,750,-0.0009,17.595,17.518,24.58,-1
192,83.617,20.201,750,750,-0.00056,17.6,17.473,24.58,-1
193,83.617,20.2,750,750,-0.00101,17.615,17.453,24.58,-1
194,83.616,20.2,750,750,-0.00111,17.597,17.437,24.58,-1
195,83.617,20.201,750,750,-0.001,17.614,17.489,24.58,-1
196,83.617,20.201,750,750,-0.00096,17.6,17.482,24.58,-1
197,83.617,20.2,750,750,-0.001,17.605,17.452,24.58,-1
198,83.617,20.201,750,750,-0.00094,17.589,17.45,24.58,-1
199,83.617,20.201,750,750,-0.00096,17.589,17.474,24.58,-1
200,83.617,20.201,750,750,-0.00069,17.601,17.521,24.58,-1
201,83.617,20.201,750,750,-0.00066,17.592,17.504,24.58,-1
202,83.617,20.19,750,745,-0.00052,17.584,17.493,24.58,-1
203,83.617,20.158,750,729,0.04489,17.598,17.488,24.58,-1
204,83.617,20.184,750,729,0.2166,17.604,17.492,24.58,-1
205,83.617,20.092,750,736,0.2846,17.604,17.499,24.58,-1
206,83.617,19.961,750,743,0.2932,17.592,17.519,24.58,-1
207,83.617,19.87,750,747,0.2861,17.589,17.515,24.58,-1
208,83.617,19.87,750,747,0.2861,17.589,17.515,24.58,-1
209,83.616,19.808,750,751,0.2635,17.6,17.484,24.58,-1
210,83.616,19.811,750,752,0.2495,17.598,17.487,24.58,-1
211,83.616,19.821,750,752,0.237,17.589,17.499,24.58,-1
212,83.615,19.836,750,752,0.2266,17.585,17.472,24.58,-1
213,83.615,19.852,750,753,0.2161,17.606,17.499,24.58,-1
