Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.678,20.441,750,748,0.00674,21.787,21.65,27.34,-1
1,83.678,20.441,750,748,0.00674,21.787,21.65,27.34,-1
2,83.678,20.442,750,748,0.00692,21.772,21.632,27.34,-1
3,83.678,20.441,750,748,0.00698,21.781,21.609,27.34,-1
4,83.678,20.441,750,748,0.00663,21.78,21.612,27.34,-1
5,83.678,20.442,750,748,0.00661,21.791,21.625,27.34,-1
6,83.678,20.441,750,748,0.00635,21.778,21.639,27.34,-1
7,83.678,20.442,750,748,0.00655,21.778,21.628,27.34,-1
8,83.677,20.442,750,748,0.00689,21.768,21.647,27.34,-1
9,83.677,20.444,750,748,0.00878,21.774,21.625,27.35,-1
10,83.676,20.443,750,748,0.0073,21.777,21.647,27.35,-1
11,83.677,20.441,750,748,0.00693,21.778,21.657,27.35,-1
12,83.677,20.442,750,748,0.00707,21.766,21.633,27.35,-1
13,83.677,20.442,750,748,0.00719,21.8,21.652,27.35,-1
14,83.677,20.441,750,748,0.00716,21.794,21.625,27.35,-1
15,83.677,20.441,750,748,0.00744,21.797,21.633,27.35,-1
16,83.677,20.442,750,748,0.00773,21.759,21.66,27.35,-1
17,83.677,20.441,750,748,0.00805,21.778,21.644,27.35,-1
18,83.676,20.442,750,748,0.00763,21.781,21.673,27.35,-1
19,83.677,20.441,750,748,0.0078,21.767,21.667,27.35,-1
20,83.677,20.441,750,748,0.0077,21.793,21.681,27.35,-1
21,83.678,20.442,750,748,0.00784,21.785,21.698,27.35,-1
22,83.677,20.442,750,748,0.00776,21.788,21.66,27.35,-1
23,83.676,20.442,750,748,0.00807,21.793,21.66,27.35,-1
24,83.677,20.44,750,748,0.0079,21.767,21.668,27.35,-1
25,83.676,20.441,750,748,0.00755,21.777,21.652,27.35,-1
26,83.676,20.442,750,748,0.00763,21.76,21.667,27.35,-1
27,83.675,20.442,750,748,0.00769,21.79,21.674,27.35,-1
28,83.675,20.441,750,748,0.00749,21.782,21.678,27.35,-1
29,83.675,20.442,750,748,0.00748,21.783,21.684,27.35,-1
30,83.675,20.442,750,748,0.00748,21.783,21.684,27.35,-1
31,83.675,20.442,750,748,0.00769,21.766,21.692,27.35,-1
32,83.676,20.44,750,748,0.00761,21.794,21.684,27.36,-1
33,83.676,20.442,750,748,0.00815,21.783,21.685,27.36,-1
