Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.623,20.079,750,744,-0.0008,17.647,17.62,24.3,-1
1,83.623,20.079,750,744,-0.0008,17.647,17.62,24.3,-1
2,83.623,20.075,750,745,-0.0009,17.653,17.607,24.3,-1
3,83.622,20.072,750,745,-0.00135,17.682,17.617,24.3,-1
4,83.622,20.07,750,745,-0.0013,17.638,17.652,24.3,-1
5,83.622,20.069,750,745,-0.00074,17.677,17.614,24.3,-1
6,83.622,20.07,750,745,-0.00109,17.643,17.62,24.3,-1
7,83.622,20.069,750,745,-0.00082,17.652,17.637,24.3,-1
8,83.622,20.07,750,745,-0.00097,17.687,17.603,24.3,-1
9,83.622,20.068,750,745,-0.0014,17.692,17.597,24.3,-1
10,83.622,20.068,750,745,-0.00125,17.67,17.602,24.3,-1
11,83.622,20.069,750,745,-0.00123,17.651,17.591,24.3,-1
12,83.622,20.069,750,745,-0.0012,17.665,17.59,24.3,-1
13,83.622,20.069,750,745,-0.00118,17.657,17.606,24.3,-1
14,83.622,20.069,750,745,-0.00132,17.654,17.611,24.3,-1
15,83.621,20.069,750,745,-0.00075,17.645,17.618,24.3,-1
16,83.621,20.068,750,745,-0.00048,17.645,17.636,24.3,-1
17,83.621,20.069,750,745,-0.0006,17.648,17.601,24.3,-1
18,83.621,20.069,750,745,-0.00078,17.704,17.607,24.3,-1
19,83.62,20.068,750,745,-0.00072,17.662,17.592,24.3,-1
20,83.62,20.069,750,745,-0.00091,17.678,17.601,24.3,-1
21,83.62,20.069,750,745,-0.00126,17.653,17.593,24.3,-1
22,83.621,20.069,750,745,-0.00246,17.697,17.589,24.3,-1
23,83.622,20.07,750,745,-0.00186,17.703,17.595,24.3,-1
24,83.622,20.069,750,745,-0.00111,17.724,17.597,24.3,-1
25,83.622,20.069,750,745,-0.0009,17.693,17.6,24.3,-1
26,83.622,20.07,750,745,0.0003,17.659,17.582,24.3,-1
27,83.621,20.068,750,745,-0.002,17.688,17.602,24.3,-1
28,83.622,20.068,750,745,-0.00155,17.661,17.62,24.3,-1
29,83.622,20.068,750,745,-0.0013,17.673,17.599,24.3,-1
30,83.622,20.068,750,745,-0.00095,17.655,17.592,24.3,-1
31,83.621,20.068,750,745,-0.00108,17.647,17.598,24.3,-1
32,83.621,20.068,750,745,-0.00106,17.643,17.618,24.3,-1
33,83.621,20.068,750,745,-0.00108,17.65,17.59,24.3,-1
