Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,84.647,20.393,750,749,-0.00188,18.041,17.594,17.26,-1
1,84.647,20.393,750,749,-0.00188,18.041,17.594,17.26,-1
2,84.646,20.392,750,749,-0.00188,18.05,17.654,17.26,-1
3,84.646,20.393,750,749,-0.00206,18.047,17.651,17.27,-1
4,84.646,20.393,750,749,-0.00187,18.036,17.606,17.27,-1
5,84.646,20.393,750,749,-0.00207,18.07,17.629,17.27,-1
6,84.645,20.393,750,749,-0.00233,18.051,17.61,17.27,-1
7,84.645,20.393,750,749,-0.00222,18.048,17.635,17.28,-1
8,84.645,20.393,750,749,-0.00199,18.048,17.713,17.28,-1
9,84.644,20.393,750,750,-0.00197,18.078,17.611,17.28,-1
10,84.645,20.393,750,749,-0.0023,18.053,17.7,17.28,-1
11,84.645,20.393,750,750,-0.00234,18.088,17.599,17.29,-1
12,84.645,20.392,750,750,-0.00221,18.115,17.619,17.29,-1
13,84.645,20.391,750,750,-0.002,18.063,17.717,17.29,-1
14,84.645,20.392,750,750,-0.00217,18.082,17.702,17.3,-1
15,84.645,20.393,750,750,-0.00206,18.147,17.666,17.3,-1
16,84.646,20.393,750,750,-0.00222,18.048,17.688,17.3,-1
17,84.645,20.392,750,750,-0.00203,18.103,17.677,17.3,-1
18,84.645,20.392,750,750,-0.0023,18.045,17.717,17.31,-1
19,84.645,20.392,750,750,-0.00223,18.058,17.694,17.31,-1
20,84.644,20.394,750,750,-0.00217,18.051,17.694,17.31,-1
21,84.645,20.394,750,750,-0.00202,18.053,17.712,17.31,-1
22,84.645,20.393,750,750,-0.00203,18.058,17.709,17.32,-1
23,84.645,20.393,750,750,-0.00201,18.123,17.762,17.32,-1
24,84.645,20.393,750,750,-0.00203,18.055,17.712,17.32,-1
25,84.644,20.393,750,750,-0.00209,18.059,17.706,17.32,-1
26,84.645,20.393,750,750,-0.00229,18.07,17.699,17.33,-1
27,84.645,20.394,750,750,-0.00217,18.083,17.776,17.33,-1
28,84.645,20.393,750,750,-0.00227,18.07,17.718,17.33,-1
29,84.644,20.393,750,749,-0.00219,18.065,17.743,17.34,-1
30,84.644,20.393,750,750,-0.00211,18.066,17.715,17.34,-1
31,84.644,20.394,750,750,-0.00242,18.065,17.708,17.34,-1
32,84.644,20.394,750,750,-0.00212,18.067,17.705,17.34,-1
33,84.644,20.394,750,750,-0.00236,18.11,17.705,17.35,-1
34,84.645,20.394,750,749,-0.00211,18.062,17.687,17.35,-1
35,84.644,20.394,750,749,-0.00226,18.065,17.68,17.35,-1
36,84.645,20.394,750,749,-0.00223,18.08,17.754,17.35,-1
37,84.645,20.394,750,749,-0.00222,18.089,17.685,17.36,-1
38,84.645,20.394,750,749,-0.00266,18.111,17.744,17.36,-1
39,84.645,20.393,750,749,-0.00249,18.142,17.696,17.36,-1
40,84.644,20.394,750,749,-0.0022,18.077,17.669,17.36,-1
41,84.644,20.393,750,749,-0.00252,18.129,17.652,17.37,-1
42,84.644,20.394,750,749,-0.00247,18.075,17.662,17.37,-1
43,84.644,20.395,750,749,-0.00204,18.132,17.643,17.37,-1
