Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.716,20.462,750,749,0.00633,21.419,21.289,26.46,-1
1,83.716,20.462,750,749,0.00633,21.419,21.289,26.46,-1
2,83.716,20.461,750,749,0.0061,21.42,21.292,26.46,-1
3,83.716,20.463,750,749,0.00605,21.468,21.306,26.46,-1
4,83.715,20.46,750,749,0.00618,21.422,21.299,26.46,-1
5,83.715,20.461,750,749,0.00624,21.418,21.294,26.46,-1
6,83.716,20.461,750,749,0.00615,21.43,21.338,26.46,-1
7,83.716,20.46,750,749,0.00629,21.424,21.314,26.46,-1
8,83.715,20.46,750,749,0.00606,21.442,21.345,26.46,-1
9,83.715,20.461,750,749,0.00603,21.433,21.316,26.46,-1
10,83.715,20.462,750,749,0.00596,21.424,21.315,26.46,-1
11,83.715,20.463,750,749,0.00614,21.422,21.311,26.46,-1
12,83.715,20.462,750,749,0.006,21.438,21.314,26.47,-1
13,83.715,20.461,750,749,0.00591,21.444,21.331,26.47,-1
14,83.714,20.46,750,749,0.00592,21.468,21.36,26.47,-1
15,83.714,20.46,750,749,0.00597,21.446,21.341,26.47,-1
16,83.714,20.461,750,749,0.00611,21.434,21.365,26.47,-1
17,83.714,20.461,750,749,0.00601,21.444,21.349,26.47,-1
18,83.714,20.461,750,749,0.00591,21.427,21.345,26.47,-1
19,83.715,20.461,750,749,0.00591,21.433,21.344,26.47,-1
20,83.715,20.461,750,749,0.00591,21.437,21.355,26.47,-1
21,83.715,20.461,750,749,0.00553,21.417,21.334,26.47,-1
22,83.715,20.462,750,749,0.00551,21.422,21.336,26.47,-1
23,83.715,20.461,750,749,0.00566,21.431,21.341,26.47,-1
24,83.715,20.461,750,749,0.00567,21.452,21.382,26.47,-1
25,83.715,20.46,750,749,0.0056,21.441,21.343,26.47,-1
26,83.715,20.461,750,749,0.00558,21.455,21.349,26.47,-1
27,83.715,20.458,750,749,0.00559,21.415,21.347,26.47,-1
28,83.715,20.461,750,749,0.00582,21.429,21.36,26.47,-1
29,83.716,20.461,750,749,0.00563,21.425,21.364,26.47,-1
30,83.716,20.461,750,749,0.00582,21.437,21.368,26.47,-1
31,83.716,20.461,750,749,0.00592,21.45,21.388,26.48,-1
32,83.716,20.459,750,749,0.00573,21.435,21.379,26.48,-1
33,83.715,20.458,750,749,0.00585,21.44,21.374,26.48,-1
34,83.715,20.459,750,749,0.00573,21.459,21.36,26.48,-1
35,83.715,20.461,750,749,0.00569,21.451,21.391,26.48,-1
36,83.715,20.461,750,749,0.00558,21.429,21.37,26.48,-1
37,83.715,20.459,750,749,0.00522,21.426,21.368,26.48,-1
38,83.714,20.46,750,749,0.0058,21.457,21.414,26.48,-1
39,83.714,20.459,750,749,0.00585,21.438,21.379,26.48,-1
40,83.714,20.461,750,749,0.00577,21.426,21.371,26.48,-1
41,83.714,20.46,750,749,0.00577,21.429,21.371,26.48,-1
42,83.714,20.46,750,749,0.00556,21.452,21.407,26.48,-1
43,83.713,20.458,750,749,0.00568,21.44,21.377,26.48,-1
44,83.714,20.461,750,749,0.00548,21.446,21.392,26.48,-1
45,83.713,20.459,750,749,0.00552,21.443,21.384,26.48,-1
46,83.713,20.458,750,749,0.00556,21.449,21.412,26.48,-1
47,83.713,20.459,750,749,0.00578,21.421,21.37,26.48,-1
48,83.713,20.46,750,749,0.00546,21.449,21.415,26.48,-1
49,83.713,20.461,750,749,0.00562,21.459,21.404,26.48,-1
50,83.713,20.461,750,749,0.00573,21.47,21.436,26.49,-1
51,83.713,20.46,750,749,0.00557,21.426,21.377,26.49,-1
52,83.714,20.461,750,749,0.00544,21.418,21.374,26.49,-1
53,83.714,20.461,750,749,0.00565,21.425,21.376,26.49,-1
54,83.714,20.461,750,749,0.00584,21.47,21.408,26.49,-1
55,83.714,20.459,750,749,0.00582,21.429,21.38,26.49,-1
56,83.713,20.459,750,749,0.00604,21.452,21.423,26.49,-1
57,83.713,20.459,750,749,0.00604,21.429,21.393,26.49,-1
58,83.713,20.458,750,749,0.00572,21.433,21.378,26.49,-1
59,83.713,20.46,750,749,0.00596,21.447,21.384,26.49,-1
60,83.714,20.459,750,749,0.00579,21.447,21.437,26.49,-1
61,83.714,20.461,750,749,0.00612,21.433,21.431,26.49,-1
62,83.714,20.461,750,749,0.00608,21.446,21.418,26.49,-1
63,83.714,20.46,750,749,0.00604,21.426,21.422,26.49,-1
64,83.714,20.461,750,748,0.00586,21.427,21.399,26.49,-1
65,83.715,20.46,750,749,0.00571,21.437,21.407,26.49,-1
66,83.715,20.461,750,749,0.00571,21.441,21.408,26.49,-1
67,83.715,20.46,750,749,0.00598,21.442,21.421,26.49,-1
68,83.715,20.461,750,749,0.00579,21.436,21.401,26.5,-1
69,83.715,20.459,750,749,0.00575,21.43,21.402,26.5,-1
70,83.715,20.46,750,749,0.00596,21.457,21.428,26.5,-1
71,83.714,20.458,750,749,0.00584,21.448,21.398,26.5,-1
72,83.714,20.458,750,749,0.00593,21.444,21.427,26.5,-1
73,83.714,20.46,750,749,0.00584,21.432,21.419,26.5,-1
74,83.714,20.458,750,749,0.00579,21.458,21.41,26.5,-1
75,83.714,20.459,750,749,0.00552,21.461,21.452,26.5,-1
76,83.714,20.459,750,749,0.0057,21.47,21.452,26.5,-1
77,83.714,20.459,750,749,0.0061,21.452,21.426,26.5,-1
78,83.714,20.459,750,749,0.00554,21.469,21.459,26.5,-1
79,83.714,20.458,750,749,0.00223,21.441,21.429,26.5,-1
80,83.713,20.457,750,749,-0.00313,21.468,21.454,26.5,-1
81,83.713,20.459,750,749,-0.00178,21.468,21.457,26.5,-1
82,83.713,20.459,750,749,0.00405,21.433,21.405,26.5,-1
83,83.713,20.458,750,749,0.00311,21.46,21.44,26.5,-1
84,83.713,20.457,750,749,0.00453,21.454,21.441,26.5,-1
85,83.713,20.46,750,749,0.00475,21.465,21.449,26.5,-1
86,83.714,20.46,750,749,0.00531,21.459,21.452,26.5,-1
87,83.714,20.459,750,749,0.00575,21.466,21.432,26.51,-1
88,83.713,20.457,750,749,0.00587,21.476,21.44,26.51,-1
89,83.713,20.458,750,749,0.00572,21.461,21.44,26.51,-1
90,83.713,20.459,750,749,0.00566,21.452,21.437,26.51,-1
91,83.713,20.459,750,749,0.00589,21.452,21.485,26.51,-1
92,83.713,20.458,750,749,0.00581,21.443,21.473,26.51,-1
93,83.714,20.46,750,749,0.00593,21.443,21.458,26.51,-1
94,83.714,20.459,750,749,0.00672,21.45,21.467,26.51,-1
95,83.713,20.459,750,749,0.00596,21.453,21.451,26.51,-1
96,83.713,20.459,750,749,0.00602,21.461,21.436,26.51,-1
97,83.713,20.458,750,749,0.00598,21.44,21.453,26.51,-1
98,83.713,20.459,750,749,0.00587,21.472,21.443,26.51,-1
99,83.713,20.459,750,749,0.00581,21.471,21.431,26.51,-1
100,83.714,20.46,750,749,0.0059,21.464,21.473,26.51,-1
101,83.714,20.459,750,749,0.00574,21.492,21.451,26.51,-1
102,83.714,20.459,750,749,0.0056,21.443,21.444,26.51,-1
103,83.714,20.459,750,749,0.0057,21.44,21.453,26.51,-1
104,83.714,20.459,750,749,0.00589,21.458,21.43,26.51,-1
105,83.714,20.459,750,749,0.0058,21.46,21.434,26.51,-1
106,83.714,20.458,750,749,0.00576,21.455,21.427,26.51,-1
107,83.713,20.458,750,749,0.00589,21.447,21.47,26.52,-1
108,83.713,20.459,750,749,0.00585,21.461,21.44,26.52,-1
109,83.713,20.458,750,749,0.00563,21.439,21.434,26.52,-1
110,83.712,20.458,750,749,0.0054,21.468,21.454,26.52,-1
111,83.712,20.459,750,749,0.00607,21.467,21.437,26.52,-1
112,83.713,20.46,750,749,0.00592,21.46,21.44,26.52,-1
113,83.712,20.457,750,749,0.00578,21.444,21.44,26.52,-1
114,83.712,20.46,750,749,0.00546,21.45,21.439,26.52,-1
115,83.712,20.456,750,749,0.00522,21.45,21.459,26.52,-1
116,83.712,20.459,750,749,0.00475,21.443,21.454,26.52,-1
117,83.712,20.455,750,747,0.00524,21.469,21.46,26.52,-1
118,83.712,20.454,750,744,0.00736,21.465,21.438,26.52,-1
119,83.711,20.45,750,745,0.03098,21.46,21.426,26.52,-1
120,83.712,20.424,750,747,0.1925,21.453,21.467,26.52,-1
121,83.712,20.396,750,748,0.1471,21.455,21.461,26.52,-1
122,83.712,20.382,750,749,0.09451,21.466,21.446,26.52,-1
123,83.711,20.376,750,749,0.07172,21.468,21.437,26.52,-1
124,83.711,20.375,750,750,0.06243,21.467,21.453,26.52,115
125,83.711,20.374,750,750,0.05465,21.457,21.433,26.53,-1
126,83.71,20.378,750,750,0.0519,21.474,21.437,26.53,-1
127,83.71,20.381,750,750,0.05202,21.478,21.444,26.53,-1
128,83.71,20.383,750,750,0.05102,21.471,21.446,26.53,-1
129,83.71,20.387,750,750,0.04733,21.472,21.474,26.53,-1
130,83.71,20.389,750,750,0.04453,21.466,21.46,26.53,-1
131,83.709,20.393,750,750,0.04384,21.471,21.452,26.53,-1
132,83.709,20.396,750,750,0.04371,21.459,21.46,26.53,-1
133,83.709,20.399,750,750,0.04476,21.458,21.462,26.53,-1
134,83.71,20.402,750,750,0.04421,21.467,21.446,26.53,-1
135,83.71,20.403,750,750,0.0413,21.45,21.49,26.53,-1
136,83.709,20.404,750,750,0.03935,21.486,21.443,26.53,-1
137,83.709,20.408,750,750,0.04042,21.464,21.46,26.53,-1
