Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.636,20.404,750,746,-0.00107,21.508,21.264,28.45,-1
1,83.636,20.404,750,746,-0.00107,21.508,21.264,28.45,-1
2,83.636,20.403,750,746,-0.00101,21.514,21.245,28.45,-1
3,83.636,20.403,750,746,-0.00073,21.522,21.244,28.45,-1
4,83.636,20.403,750,746,-0.00107,21.505,21.236,28.45,-1
5,83.636,20.402,750,746,-0.00079,21.534,21.261,28.45,-1
6,83.636,20.403,750,746,-0.00099,21.516,21.273,28.45,-1
7,83.636,20.402,750,746,-0.00105,21.519,21.267,28.45,-1
8,83.636,20.402,750,746,-0.00123,21.512,21.279,28.45,-1
9,83.636,20.404,750,746,-0.00098,21.5,21.292,28.45,-1
10,83.636,20.403,750,747,-0.00113,21.511,21.284,28.45,-1
11,83.636,20.404,750,747,-0.00123,21.523,21.293,28.45,-1
12,83.637,20.405,750,747,-0.00084,21.525,21.29,28.45,-1
13,83.636,20.406,750,747,-0.0012,21.512,21.294,28.45,-1
14,83.636,20.407,750,747,-0.00116,21.512,21.3,28.45,-1
15,83.636,20.409,750,747,-0.00102,21.516,21.303,28.45,-1
16,83.636,20.409,750,747,-0.00099,21.531,21.29,28.45,-1
17,83.636,20.409,750,748,-0.00116,21.505,21.309,28.45,-1
18,83.635,20.41,750,748,-0.00128,21.52,21.32,28.45,-1
19,83.636,20.41,750,749,-0.00088,21.503,21.319,28.45,-1
20,83.636,20.41,750,749,-0.00069,21.515,21.317,28.45,-1
21,83.636,20.41,750,750,-0.00087,21.533,21.316,28.45,-1
22,83.636,20.409,750,750,-0.00106,21.51,21.292,28.45,-1
23,83.636,20.41,750,750,-0.00086,21.501,21.293,28.45,-1
24,83.637,20.41,750,750,-0.00121,21.5,21.287,28.45,-1
25,83.637,20.41,750,750,-0.00126,21.522,21.29,28.45,-1
26,83.636,20.41,750,750,-0.00129,21.51,21.291,28.45,-1
27,83.636,20.41,750,750,-0.00131,21.519,21.315,28.45,-1
28,83.636,20.41,750,750,-0.00127,21.513,21.283,28.45,-1
29,83.636,20.41,750,750,-0.00088,21.504,21.299,28.45,-1
30,83.636,20.408,750,750,-0.00076,21.495,21.317,28.45,-1
31,83.636,20.408,750,750,-0.00083,21.507,21.283,28.45,-1
32,83.636,20.409,750,750,-0.00118,21.501,21.282,28.45,-1
33,83.636,20.408,750,750,-0.00091,21.495,21.306,28.45,-1
34,83.636,20.409,750,750,-0.00097,21.499,21.29,28.45,-1
35,83.636,20.409,750,750,-0.00092,21.517,21.305,28.45,-1
36,83.636,20.409,750,750,-0.00114,21.503,21.301,28.45,-1
37,83.636,20.407,750,750,-0.00087,21.497,21.299,28.45,-1
38,83.636,20.409,750,750,-0.00086,21.517,21.322,28.45,-1
39,83.636,20.408,750,750,-0.00102,21.506,21.298,28.45,-1
40,83.636,20.408,750,750,-0.00109,21.498,21.328,28.45,-1
41,83.636,20.408,750,750,-0.00066,21.497,21.345,28.45,-1
42,83.636,20.409,750,750,-0.00075,21.522,21.314,28.45,-1
43,83.636,20.408,750,750,-0.00098,21.527,21.338,28.45,-1
44,83.636,20.409,750,750,-0.00109,21.515,21.327,28.45,-1
45,83.636,20.409,750,750,-0.00125,21.498,21.335,28.45,-1
46,83.636,20.409,750,750,-0.00096,21.523,21.358,28.45,-1
47,83.636,20.408,750,750,-0.00108,21.506,21.365,28.45,-1
48,83.636,20.409,750,750,-0.00105,21.504,21.377,28.45,-1
49,83.636,20.409,750,750,-0.00085,21.499,21.359,28.45,-1
50,83.635,20.409,750,750,-0.00103,21.534,21.369,28.45,-1
51,83.635,20.409,750,750,-0.00081,21.507,21.365,28.45,-1
52,83.635,20.41,750,750,-0.00076,21.505,21.35,28.45,-1
53,83.636,20.409,750,750,-0.00098,21.5,21.372,28.45,-1
54,83.636,20.409,750,750,-0.00115,21.51,21.382,28.45,-1
55,83.636,20.409,750,750,-0.00101,21.518,21.362,28.45,-1
56,83.636,20.409,750,750,-0.0009,21.502,21.378,28.45,-1
57,83.636,20.408,750,750,-0.00089,21.501,21.355,28.45,-1
58,83.635,20.408,750,750,-0.00118,21.505,21.385,28.45,-1
59,83.636,20.409,750,750,-0.00112,21.515,21.381,28.45,-1
60,83.635,20.409,750,750,-0.00115,21.509,21.369,28.45,-1
61,83.635,20.409,750,750,-0.0011,21.511,21.403,28.45,-1
62,83.635,20.409,750,750,-0.00096,21.491,21.393,28.45,-1
63,83.636,20.408,750,750,-0.00099,21.505,21.358,28.45,-1
64,83.636,20.409,750,750,-0.00083,21.505,21.37,28.45,-1
65,83.636,20.409,750,750,-0.0011,21.509,21.362,28.45,-1
66,83.637,20.409,750,750,-0.00108,21.524,21.355,28.45,-1
67,83.637,20.408,750,750,-0.00104,21.514,21.378,28.45,-1
68,83.637,20.409,750,750,-0.00084,21.518,21.37,28.45,-1
69,83.637,20.408,750,750,-0.00087,21.516,21.371,28.45,-1
70,83.637,20.409,750,750,0.0056,21.498,21.391,28.45,-1
71,83.637,20.409,750,750,0.00103,21.497,21.366,28.45,-1
72,83.637,20.408,750,750,-0.00021,21.502,21.404,28.45,-1
73,83.637,20.408,750,750,-0.00103,21.512,21.393,28.45,-1
74,83.637,20.408,750,750,-0.00099,21.5,21.395,28.45,-1
75,83.637,20.408,750,750,-0.00111,21.504,21.392,28.45,-1
76,83.637,20.409,750,750,-0.00099,21.51,21.375,28.45,-1
77,83.637,20.409,750,750,-0.00106,21.514,21.367,28.45,-1
78,83.637,20.408,750,750,-0.00096,21.496,21.4,28.45,-1
79,83.636,20.409,750,750,-0.00097,21.5,21.36,28.45,-1
80,83.637,20.409,750,750,-0.00071,21.498,21.393,28.45,-1
81,83.637,20.409,750,750,-0.00069,21.504,21.36,28.45,-1
82,83.637,20.408,750,750,0.00074,21.501,21.358,28.45,-1
83,83.637,20.407,750,750,-0.00135,21.504,21.352,28.45,-1
84,83.637,20.408,750,750,-0.0011,21.503,21.36,28.45,-1
85,83.637,20.408,750,750,-0.00089,21.493,21.356,28.45,-1
86,83.637,20.408,750,750,-0.00111,21.493,21.348,28.45,-1
87,83.637,20.408,750,750,-0.00116,21.515,21.36,28.45,-1
88,83.637,20.409,750,750,-0.00105,21.509,21.362,28.45,-1
89,83.637,20.408,750,750,-0.00121,21.502,21.364,28.45,-1
90,83.637,20.409,750,750,-0.00071,21.517,21.34,28.45,-1
91,83.637,20.409,750,750,-0.00018,21.513,21.329,28.45,-1
92,83.637,20.408,750,750,-0.00106,21.53,21.335,28.45,-1
93,83.637,20.409,750,750,-0.00139,21.51,21.336,28.45,-1
94,83.637,20.409,750,750,-0.00121,21.503,21.313,28.45,-1
95,83.637,20.409,750,750,-0.00102,21.497,21.345,28.45,-1
96,83.638,19.997,750,712,-0.00112,21.506,21.338,28.45,-1
97,83.637,20.306,750,715,0.2205,21.52,21.346,28.45,115
98,83.637,20.148,750,727,0.469,21.528,21.317,28.45,-1
99,83.637,19.941,750,737,0.5425,21.512,21.306,28.45,-1
100,83.638,19.804,750,744,0.5466,21.491,21.339,28.45,-1
101,83.638,19.731,750,748,0.5294,21.514,21.338,28.45,-1
102,83.638,19.699,750,751,0.506,21.516,21.333,28.45,-1
103,83.638,19.691,750,752,0.4815,21.507,21.331,28.45,-1
104,83.639,19.696,750,753,0.4574,21.489,21.347,28.45,-1
105,83.639,19.71,750,753,0.4353,21.506,21.331,28.45,102
106,83.639,19.731,750,753,0.4135,21.5,21.315,28.45,-1
107,83.64,19.752,750,753,0.3921,21.503,21.319,28.45,-1
108,83.64,19.777,750,753,0.3725,21.505,21.314,28.45,-1
109,83.64,19.805,750,753,0.3557,21.526,21.35,28.45,-1
110,83.64,19.831,750,753,0.3331,21.487,21.342,28.45,-1
111,83.64,19.859,750,753,0.3153,21.495,21.319,28.45,-1
112,83.641,19.882,750,753,0.3017,21.51,21.328,28.45,-1
113,83.639,19.912,750,752,0.2887,21.514,21.305,28.45,-1
114,83.639,19.936,750,752,0.2743,21.513,21.321,28.45,-1
115,83.638,19.959,750,752,0.2614,21.515,21.312,28.45,-1
116,83.638,19.98,750,752,0.2492,21.494,21.327,28.45,-1
117,83.638,20.002,750,752,0.24,21.493,21.335,28.45,-1
118,83.638,20.022,750,752,0.2265,21.493,21.322,28.45,-1
119,83.638,20.04,750,752,0.2161,21.508,21.317,28.45,-1
120,83.638,20.06,750,752,0.2055,21.508,21.333,28.45,-1
121,83.638,20.077,750,752,0.1957,21.497,21.358,28.45,-1
122,83.638,20.094,750,752,0.1856,21.507,21.347,28.45,-1
123,83.638,20.109,750,752,0.1772,21.51,21.345,28.45,-1
124,83.638,20.125,750,752,0.1691,21.489,21.341,28.45,-1
125,83.637,20.147,750,752,0.4167,21.494,21.333,28.45,-1
126,83.637,20.159,750,752,0.297,21.488,21.341,28.45,-1
127,83.638,20.172,750,752,0.1901,21.49,21.355,28.45,-1
128,83.638,20.185,750,752,0.1537,21.522,21.342,28.45,-1
