Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.643,19.826,750,750,-0.00122,16.713,17.465,23.15,-1
1,83.643,19.826,750,750,-0.00122,16.713,17.465,23.15,-1
2,83.643,19.826,750,750,-0.00107,16.705,17.483,23.15,-1
3,83.644,19.827,750,750,-0.00101,16.695,17.453,23.16,-1
4,83.644,19.827,750,750,-0.00134,16.709,17.485,23.16,-1
5,83.643,19.827,750,750,-0.00115,16.694,17.488,23.16,-1
6,83.643,19.827,750,750,-0.0009,16.747,17.459,23.16,-1
7,83.643,19.826,750,750,-0.00128,16.712,17.464,23.16,-1
8,83.643,19.827,750,750,-0.00126,16.722,17.459,23.16,-1
9,83.643,19.827,750,750,-0.00122,16.686,17.488,23.16,-1
10,83.643,19.827,750,750,-0.00121,16.701,17.463,23.16,-1
11,83.643,19.827,750,750,-0.00117,16.708,17.469,23.16,-1
12,83.643,19.827,750,750,-0.00143,16.714,17.449,23.16,-1
13,83.643,19.827,750,750,-0.00157,16.693,17.483,23.16,-1
14,83.643,19.827,750,750,-0.00151,16.718,17.451,23.16,-1
15,83.643,19.826,750,750,-0.0014,16.72,17.447,23.16,-1
16,83.643,19.827,750,750,-0.00123,16.707,17.462,23.16,-1
17,83.642,19.828,750,750,-0.00135,16.7,17.484,23.16,-1
18,83.642,19.826,750,750,-0.00128,16.713,17.452,23.16,-1
19,83.643,19.827,750,750,-0.00147,16.713,17.467,23.16,-1
20,83.642,19.827,750,750,-0.00154,16.732,17.458,23.16,-1
21,83.642,19.827,750,750,-0.00147,16.738,17.452,23.16,-1
22,83.642,19.826,750,750,-0.00158,16.727,17.497,23.16,-1
23,83.642,19.827,750,750,-0.00995,16.769,17.442,23.16,-1
24,83.641,19.826,750,750,0.01139,16.739,17.44,23.12,-1
25,83.64,19.827,750,750,0.00737,16.75,17.44,23.13,-1
26,83.64,19.828,750,750,0.01302,16.71,17.477,23.14,-1
27,83.639,19.828,750,750,0.0023,16.728,17.428,23.14,-1
28,83.639,19.827,750,750,0.00859,16.72,17.474,23.15,-1
29,83.638,19.827,750,750,-0.00755,16.713,17.489,23.15,-1
30,83.638,19.828,750,750,0.00612,16.741,17.431,23.15,-1
31,83.639,19.827,750,750,-0.00215,16.74,17.448,23.15,-1
32,83.638,19.828,750,750,-0.01225,16.72,17.452,23.16,-1
33,83.638,19.828,750,750,-0.00781,16.741,17.429,23.16,-1
34,83.638,19.828,750,750,-0.00245,16.736,17.463,23.16,-1
35,83.639,19.828,750,750,-0.00003,16.721,17.438,23.16,-1
36,83.639,19.827,750,750,-0.00085,16.709,17.459,23.16,-1
37,83.64,19.827,750,750,-0.00095,16.73,17.458,23.16,-1
38,83.64,19.827,750,750,-0.00142,16.714,17.45,23.16,-1
39,83.64,19.827,750,750,-0.00162,16.714,17.507,23.16,-1
40,83.64,19.827,750,750,-0.00201,16.716,17.501,23.16,-1
41,83.64,19.827,750,750,-0.00166,16.761,17.449,23.16,-1
42,83.64,19.827,750,750,-0.00164,16.728,17.48,23.16,-1
43,83.64,19.827,750,750,-0.00181,16.73,17.445,23.17,-1
44,83.641,19.827,750,750,-0.00141,16.752,17.441,23.17,-1
45,83.641,19.828,750,750,-0.00153,16.776,17.477,23.17,-1
46,83.641,19.827,750,750,-0.00135,16.736,17.452,23.17,-1
47,83.641,19.827,750,750,-0.00125,16.731,17.53,23.17,-1
48,83.642,19.826,750,750,-0.00114,16.721,17.457,23.17,-1
49,83.642,19.826,750,750,-0.00101,16.729,17.479,23.17,-1
50,83.642,19.825,750,750,-0.00129,16.741,17.482,23.17,-1
51,83.642,19.826,750,750,-0.00145,16.758,17.462,23.17,-1
52,83.642,19.826,750,750,-0.00144,16.729,17.494,23.17,-1
53,83.642,19.827,750,750,0.00073,16.729,17.486,23.17,-1
54,83.642,19.827,750,750,-0.00506,16.774,17.459,23.17,-1
55,83.642,19.827,750,750,-0.00255,16.728,17.494,23.17,-1
56,83.642,19.827,750,750,-0.0021,16.744,17.487,23.17,-1
57,83.642,19.827,750,750,-0.00219,16.778,17.476,23.17,-1
58,83.642,19.827,750,750,-0.0016,16.736,17.496,23.17,-1
59,83.642,19.827,750,750,-0.01012,16.784,17.481,23.17,-1
60,83.642,19.827,750,750,-0.00444,16.768,17.463,23.17,-1
61,83.642,19.827,750,750,-0.00369,16.733,17.504,23.17,-1
62,83.642,19.827,750,750,-0.0035,16.749,17.478,23.17,-1
63,83.642,19.827,750,750,-0.00203,16.762,17.465,23.17,-1
64,83.642,19.827,750,750,-0.00118,16.756,17.457,23.17,-1
65,83.641,19.827,750,750,-0.01156,16.729,17.487,23.17,-1
66,83.641,19.827,750,750,-0.00493,16.752,17.459,23.17,-1
