Seconds,Barometric_Pressure,O2,FlowSet,Flow_Rate,CO2,Temp__Aux1_,Temp__Aux2_,FoxBoxTemp,Marker
0,83.664,20.427,750,748,0.00866,21.833,21.676,27.64,-1
1,83.664,20.427,750,748,0.00866,21.833,21.676,27.64,-1
2,83.663,20.428,750,748,0.00846,21.82,21.695,27.64,-1
3,83.663,20.428,750,748,0.00823,21.848,21.714,27.64,-1
4,83.662,20.429,750,748,0.00867,21.818,21.681,27.64,-1
5,83.662,20.427,750,748,0.00856,21.812,21.688,27.64,-1
6,83.662,20.427,750,748,0.00852,21.83,21.691,27.64,-1
7,83.662,20.427,750,748,0.00855,21.818,21.705,27.64,-1
8,83.662,20.426,750,748,0.00856,21.832,21.698,27.64,-1
9,83.662,20.427,750,748,0.00834,21.835,21.676,27.64,-1
10,83.663,20.426,750,748,0.00863,21.822,21.682,27.64,-1
11,83.662,20.427,750,747,0.00873,21.847,21.677,27.64,-1
12,83.662,20.428,750,747,0.00845,21.828,21.697,27.64,-1
13,83.663,20.428,750,747,0.0082,21.824,21.686,27.64,-1
14,83.663,20.427,750,747,0.00832,21.816,21.717,27.64,-1
15,83.663,20.426,750,747,0.0084,21.833,21.699,27.64,-1
16,83.662,20.427,750,747,0.00839,21.82,21.707,27.64,-1
17,83.662,20.429,750,747,0.00826,21.828,21.686,27.64,-1
18,83.662,20.426,750,747,0.00849,21.828,21.69,27.64,-1
19,83.663,20.427,750,747,0.00842,21.823,21.682,27.64,-1
20,83.662,20.427,750,747,0.00849,21.843,21.706,27.64,-1
21,83.663,20.426,750,747,0.0084,21.836,21.72,27.64,-1
22,83.663,20.426,750,747,0.00808,21.838,21.711,27.64,-1
23,83.663,20.425,750,747,0.00836,21.829,21.691,27.64,-1
24,83.663,20.427,750,747,0.00829,21.831,21.71,27.64,-1
25,83.663,20.428,750,748,0.00785,21.827,21.714,27.64,-1
26,83.663,20.429,750,748,0.00814,21.825,21.721,27.64,-1
27,83.663,20.429,750,748,0.0081,21.822,21.731,27.64,-1
28,83.662,20.431,750,748,0.00829,21.844,21.706,27.64,-1
29,83.663,20.433,750,748,0.00796,21.832,21.704,27.65,-1
30,83.663,20.433,750,748,0.00857,21.82,21.712,27.65,-1
31,83.663,20.434,750,748,0.00826,21.822,21.727,27.65,-1
32,83.663,20.434,750,748,0.00837,21.848,21.729,27.65,-1
33,83.663,20.433,750,748,0.00788,21.826,21.732,27.65,-1
34,83.663,20.434,750,748,0.00768,21.841,21.739,27.65,-1
35,83.663,20.435,750,748,0.00803,21.834,21.717,27.65,-1
36,83.663,20.435,750,748,0.00826,21.818,21.726,27.65,-1
37,83.663,20.435,750,748,0.00815,21.846,21.715,27.65,-1
38,83.663,20.435,750,748,0.00833,21.823,21.733,27.65,-1
39,83.664,20.434,750,748,0.00832,21.836,21.724,27.65,-1
40,83.663,20.436,750,748,0.00811,21.855,21.738,27.65,-1
41,83.664,20.434,750,748,0.00473,21.822,21.733,27.65,-1
42,83.664,20.436,750,748,0.00903,21.827,21.725,27.65,-1
43,83.664,20.436,750,748,0.00876,21.831,21.743,27.65,-1
44,83.664,20.439,750,748,0.00826,21.826,21.739,27.65,-1
45,83.664,20.436,750,748,0.00786,21.829,21.708,27.65,-1
46,83.664,20.437,750,748,0.00847,21.829,21.709,27.65,-1
47,83.664,20.437,750,748,0.00813,21.841,21.728,27.65,-1
48,83.664,20.437,750,748,0.00829,21.823,21.731,27.65,-1
49,83.664,20.437,750,748,0.00804,21.812,21.731,27.65,-1
50,83.663,20.438,750,748,0.00812,21.82,21.721,27.65,-1
51,83.663,20.438,750,748,0.0079,21.826,21.732,27.65,-1
52,83.663,20.438,750,748,0.00801,21.84,21.727,27.65,-1
53,83.663,20.438,750,748,0.00856,21.839,21.725,27.65,-1
54,83.663,20.438,750,748,0.00844,21.838,21.731,27.65,-1
55,83.663,20.437,750,748,0.00801,21.821,21.716,27.65,-1
56,83.663,20.438,750,748,0.00818,21.836,21.73,27.65,-1
57,83.663,20.436,750,748,0.00817,21.822,21.702,27.65,-1
58,83.663,20.436,750,748,0.00832,21.825,21.716,27.66,-1
59,83.663,20.437,750,748,0.0077,21.823,21.72,27.66,-1
60,83.663,20.438,750,748,0.00888,21.825,21.701,27.66,-1
61,83.664,20.438,750,748,0.00818,21.828,21.713,27.66,-1
62,83.664,20.439,750,748,0.0082,21.831,21.734,27.66,-1
63,83.663,20.438,750,748,0.00806,21.83,21.701,27.66,-1
64,83.663,20.437,750,748,0.00836,21.829,21.691,27.66,-1
65,83.663,20.437,750,748,0.00808,21.839,21.716,27.66,-1
66,83.663,20.438,750,748,0.00786,21.828,21.717,27.66,-1
67,83.663,20.436,750,748,0.00807,21.825,21.729,27.66,-1
68,83.663,20.436,750,748,0.00782,21.825,21.688,27.66,-1
69,83.663,20.437,750,748,0.00813,21.819,21.735,27.66,-1
70,83.663,20.436,750,748,0.0077,21.83,21.709,27.66,-1
71,83.663,20.437,750,748,0.00784,21.833,21.698,27.66,-1
72,83.663,20.436,750,748,0.00801,21.823,21.718,27.66,-1
73,83.663,20.436,750,748,0.00769,21.833,21.716,27.66,-1
74,83.663,20.437,750,748,0.008,21.845,21.701,27.66,-1
75,83.663,20.438,750,748,0.00788,21.831,21.688,27.66,-1
76,83.663,20.439,750,748,0.00809,21.833,21.703,27.66,-1
77,83.663,20.439,750,748,0.00805,21.839,21.678,27.66,-1
78,83.663,20.438,750,748,0.00986,21.844,21.679,27.66,-1
79,83.663,20.438,750,748,0.00905,21.82,21.686,27.66,-1
80,83.663,20.437,750,747,0.00853,21.847,21.689,27.66,-1
81,83.663,20.534,750,745,0.00877,21.845,21.712,27.66,-1
82,83.663,20.476,750,746,0.02933,21.864,21.682,27.66,102
